syd,did,wei
144,23,0.009354293880732754
88,23,0.009354293880732754
145,23,0.009354293880732754
146,23,0.009354293880732754
133,23,0.009354293880732754
138,23,0.009354293880732754
147,23,0.009354293880732754
62,23,0.009354293880732754
144,23,0.009354293880732754
53,23,0.009354293880732754
48,23,0.009354293880732754
148,23,0.009354293880732754
149,23,0.009354293880732754
125,23,0.009354293880732754
59,23,0.009354293880732754
118,23,0.009354293880732754
78,24,0.08362171802473219
133,24,0.08362171802473219
138,24,0.08362171802473219
139,24,0.08362171802473219
140,24,0.08362171802473219
141,24,0.08362171802473219
142,24,0.08362171802473219
117,24,0.08362171802473219
143,24,0.08362171802473219
144,24,0.08362171802473219
88,24,0.08362171802473219
47,25,0.06062968256030488
62,25,0.06062968256030488
150,25,0.06062968256030488
46,25,0.06062968256030488
151.0,25,0.06062968256030488
142,25,0.06062968256030488
53,25,0.06062968256030488
83,25,0.06062968256030488
50,25,0.06062968256030488
110,25,0.06062968256030488
60,25,0.06062968256030488
49,25,0.06062968256030488
152,25,0.06062968256030488
153,25,0.06062968256030488
22,25,0.06062968256030488
47,26,0.06062968256030488
62,26,0.06062968256030488
150,26,0.06062968256030488
46,26,0.06062968256030488
151.0,26,0.06062968256030488
142,26,0.06062968256030488
53,26,0.06062968256030488
83,26,0.06062968256030488
50,26,0.06062968256030488
110,26,0.06062968256030488
60,26,0.06062968256030488
49,26,0.06062968256030488
152,26,0.06062968256030488
153,26,0.06062968256030488
22,26,0.06062968256030488
47,27,0.06062968256030488
62,27,0.06062968256030488
150,27,0.06062968256030488
46,27,0.06062968256030488
151.0,27,0.06062968256030488
142,27,0.06062968256030488
53,27,0.06062968256030488
83,27,0.06062968256030488
50,27,0.06062968256030488
110,27,0.06062968256030488
60,27,0.06062968256030488
49,27,0.06062968256030488
152,27,0.06062968256030488
153,27,0.06062968256030488
22,27,0.06062968256030488
80,28,0.0632899645501958
78,28,0.0632899645501958
85,28,0.0632899645501958
154,28,0.0632899645501958
47,28,0.0632899645501958
84,28,0.0632899645501958
110,28,0.0632899645501958
155,28,0.0632899645501958
156,28,0.0632899645501958
82,28,0.0632899645501958
1,28,0.0632899645501958
157,28,0.0632899645501958
53,28,0.0632899645501958
158,28,0.0632899645501958
78,29,0.04691582579071211
1,29,0.04691582579071211
159,29,0.04691582579071211
91,29,0.04691582579071211
160,29,0.04691582579071211
161,29,0.04691582579071211
45,29,0.04691582579071211
162,29,0.04691582579071211
75,29,0.04691582579071211
11,29,0.04691582579071211
127,29,0.04691582579071211
163,29,0.04691582579071211
10,29,0.04691582579071211
148,29,0.04691582579071211
147,29,0.04691582579071211
8,29,0.04691582579071211
9,29,0.04691582579071211
4,29,0.04691582579071211
47,30,0.05772193247833107
59,30,0.05772193247833107
118,30,0.05772193247833107
60,30,0.05772193247833107
53,30,0.05772193247833107
90,30,0.05772193247833107
77,30,0.05772193247833107
164,30,0.05772193247833107
165,30,0.05772193247833107
150,30,0.05772193247833107
99,30,0.05772193247833107
18,30,0.05772193247833107
17,30,0.05772193247833107
86,30,0.05772193247833107
47,31,0.05772193247833107
59,31,0.05772193247833107
118,31,0.05772193247833107
60,31,0.05772193247833107
53,31,0.05772193247833107
90,31,0.05772193247833107
77,31,0.05772193247833107
164,31,0.05772193247833107
165,31,0.05772193247833107
150,31,0.05772193247833107
99,31,0.05772193247833107
18,31,0.05772193247833107
17,31,0.05772193247833107
86,31,0.05772193247833107
47,32,0.05772193247833107
59,32,0.05772193247833107
118,32,0.05772193247833107
60,32,0.05772193247833107
53,32,0.05772193247833107
90,32,0.05772193247833107
77,32,0.05772193247833107
164,32,0.05772193247833107
165,32,0.05772193247833107
150,32,0.05772193247833107
99,32,0.05772193247833107
18,32,0.05772193247833107
17,32,0.05772193247833107
86,32,0.05772193247833107
85,33,0.0671257199774804
78,33,0.0671257199774804
97,33,0.0671257199774804
2,33,0.0671257199774804
166,33,0.0671257199774804
167,33,0.0671257199774804
17,33,0.0671257199774804
80,33,0.0671257199774804
118,33,0.0671257199774804
168,33,0.0671257199774804
56,33,0.0671257199774804
154,33,0.0671257199774804
47,34,0.045395837950614824
83,34,0.045395837950614824
20,34,0.045395837950614824
118,34,0.045395837950614824
11,34,0.045395837950614824
124,34,0.045395837950614824
169,34,0.045395837950614824
19,34,0.045395837950614824
170,34,0.045395837950614824
4,34,0.045395837950614824
162,34,0.045395837950614824
6,34,0.045395837950614824
90,34,0.045395837950614824
3,34,0.045395837950614824
6,34,0.045395837950614824
30,34,0.045395837950614824
171,34,0.045395837950614824
133,35,0.04823307782252825
138,35,0.04823307782252825
1,35,0.04823307782252825
88,35,0.04823307782252825
98,35,0.04823307782252825
78,35,0.04823307782252825
172,35,0.04823307782252825
144,35,0.04823307782252825
173,35,0.04823307782252825
125,35,0.04823307782252825
142,35,0.04823307782252825
62,35,0.04823307782252825
174,35,0.04823307782252825
160,35,0.04823307782252825
148,35,0.04823307782252825
123,35,0.04823307782252825
2,36,0.04774587501624009
108,36,0.04774587501624009
60,36,0.04774587501624009
175,36,0.04774587501624009
1,36,0.04774587501624009
64,36,0.04774587501624009
50,36,0.04774587501624009
176,36,0.04774587501624009
51,36,0.04774587501624009
49,36,0.04774587501624009
177,36,0.04774587501624009
18,36,0.04774587501624009
59,36,0.04774587501624009
57,36,0.04774587501624009
86,36,0.04774587501624009
56,36,0.04774587501624009
69,37,0.05796464156864313
178,37,0.05796464156864313
179,37,0.05796464156864313
121,37,0.05796464156864313
128,37,0.05796464156864313
35,37,0.05796464156864313
18,37,0.05796464156864313
68,37,0.05796464156864313
180,37,0.05796464156864313
181,37,0.05796464156864313
122,37,0.05796464156864313
90,37,0.05796464156864313
182,37,0.05796464156864313
2,38,0.049023429041617946
16,38,0.049023429041617946
43,38,0.049023429041617946
63,38,0.049023429041617946
10,38,0.049023429041617946
1,38,0.049023429041617946
6,38,0.049023429041617946
51,38,0.049023429041617946
17,38,0.049023429041617946
64,38,0.049023429041617946
44,38,0.049023429041617946
183,38,0.049023429041617946
101,38,0.049023429041617946
131,38,0.049023429041617946
110,38,0.049023429041617946
20,39,0.03307073594198448
16,39,0.03307073594198448
115,39,0.03307073594198448
184,39,0.03307073594198448
63,39,0.03307073594198448
11,39,0.03307073594198448
2,39,0.03307073594198448
19,39,0.03307073594198448
83,39,0.03307073594198448
4,39,0.03307073594198448
45,39,0.03307073594198448
61,39,0.03307073594198448
53,39,0.03307073594198448
17,39,0.03307073594198448
47,39,0.03307073594198448
50,39,0.03307073594198448
86,39,0.03307073594198448
95,39,0.03307073594198448
85,39,0.03307073594198448
185,39,0.03307073594198448
18,39,0.03307073594198448
51,39,0.03307073594198448
133,40,0.036788085583583485
78,40,0.036788085583583485
138,40,0.036788085583583485
98,40,0.036788085583583485
144,40,0.036788085583583485
142,40,0.036788085583583485
143,40,0.036788085583583485
127,40,0.036788085583583485
173,40,0.036788085583583485
56,40,0.036788085583583485
163,40,0.036788085583583485
186,40,0.036788085583583485
187,40,0.036788085583583485
188,40,0.036788085583583485
83,40,0.036788085583583485
158,40,0.036788085583583485
147,40,0.036788085583583485
11,40,0.036788085583583485
189,40,0.036788085583583485
117,41,0.06354305691709876
190,41,0.06354305691709876
22,41,0.06354305691709876
46,41,0.06354305691709876
191,41,0.06354305691709876
192,41,0.06354305691709876
193,41,0.06354305691709876
24,41,0.06354305691709876
53,41,0.06354305691709876
120,41,0.06354305691709876
110,41,0.06354305691709876
2,42,0.063306837374656
194,42,0.063306837374656
12,42,0.063306837374656
18,42,0.063306837374656
115,42,0.063306837374656
195,42,0.063306837374656
21,42,0.063306837374656
64,42,0.063306837374656
158,42,0.063306837374656
170,42,0.063306837374656
122,42,0.063306837374656
23,43,0.027751071846173835
24,43,0.027751071846173835
22,43,0.027751071846173835
32,43,0.027751071846173835
28,43,0.027751071846173835
30,43,0.027751071846173835
37,43,0.027751071846173835
25,43,0.027751071846173835
29,43,0.027751071846173835
34,43,0.027751071846173835
35,43,0.027751071846173835
185,43,0.027751071846173835
26,43,0.027751071846173835
42,43,0.027751071846173835
27,43,0.027751071846173835
196,43,0.027751071846173835
38,43,0.027751071846173835
36,43,0.027751071846173835
33,43,0.027751071846173835
197,43,0.027751071846173835
110,43,0.027751071846173835
31,43,0.027751071846173835
198,43,0.027751071846173835
40,43,0.027751071846173835
94,43,0.027751071846173835
1,44,0.049369884370533974
12,44,0.049369884370533974
10,44,0.049369884370533974
75,44,0.049369884370533974
199,44,0.049369884370533974
8,44,0.049369884370533974
9,44,0.049369884370533974
76,44,0.049369884370533974
2,44,0.049369884370533974
200,44,0.049369884370533974
43,44,0.049369884370533974
68,44,0.049369884370533974
3,44,0.049369884370533974
22,45,0.022364928821990013
38,45,0.022364928821990013
23,45,0.022364928821990013
29,45,0.022364928821990013
34,45,0.022364928821990013
134,45,0.022364928821990013
201,45,0.022364928821990013
24,45,0.022364928821990013
37,45,0.022364928821990013
26,45,0.022364928821990013
197,45,0.022364928821990013
185,45,0.022364928821990013
25,45,0.022364928821990013
33,45,0.022364928821990013
27,45,0.022364928821990013
202,45,0.022364928821990013
39,45,0.022364928821990013
32,45,0.022364928821990013
203,45,0.022364928821990013
204,45,0.022364928821990013
205,45,0.022364928821990013
206,45,0.022364928821990013
36,45,0.022364928821990013
28,45,0.022364928821990013
42,45,0.022364928821990013
30,45,0.022364928821990013
35,45,0.022364928821990013
207,45,0.022364928821990013
78,46,0.04557220095741598
185,46,0.04557220095741598
208,46,0.04557220095741598
1,46,0.04557220095741598
209,46,0.04557220095741598
134,46,0.04557220095741598
2,46,0.04557220095741598
101,46,0.04557220095741598
132,46,0.04557220095741598
210,46,0.04557220095741598
211,46,0.04557220095741598
31,46,0.04557220095741598
97,46,0.04557220095741598
128,47,0.03914945216751115
122,47,0.03914945216751115
1,47,0.03914945216751115
12,47,0.03914945216751115
13,47,0.03914945216751115
76,47,0.03914945216751115
2,47,0.03914945216751115
64,47,0.03914945216751115
195,47,0.03914945216751115
77,47,0.03914945216751115
8,47,0.03914945216751115
9,47,0.03914945216751115
17,47,0.03914945216751115
212,47,0.03914945216751115
170,47,0.03914945216751115
117,48,0.047204538564808794
5,48,0.047204538564808794
213,48,0.047204538564808794
82,48,0.047204538564808794
148,48,0.047204538564808794
98,48,0.047204538564808794
190,48,0.047204538564808794
138,48,0.047204538564808794
92,48,0.047204538564808794
95,48,0.047204538564808794
158,48,0.047204538564808794
214,48,0.047204538564808794
47,49,0.0360313542072669
82,49,0.0360313542072669
215,49,0.0360313542072669
138,49,0.0360313542072669
154,49,0.0360313542072669
123,49,0.0360313542072669
86,49,0.0360313542072669
105,49,0.0360313542072669
85,49,0.0360313542072669
80,49,0.0360313542072669
216,49,0.0360313542072669
53,49,0.0360313542072669
157,49,0.0360313542072669
78,49,0.0360313542072669
217,49,0.0360313542072669
19,50,0.055432852626564465
218,50,0.055432852626564465
30,50,0.055432852626564465
104,50,0.055432852626564465
16,50,0.055432852626564465
62,50,0.055432852626564465
59,50,0.055432852626564465
170,50,0.055432852626564465
65,50,0.055432852626564465
115,51,0.048330518383785895
118,51,0.048330518383785895
219,51,0.048330518383785895
184,51,0.048330518383785895
92,51,0.048330518383785895
4,51,0.048330518383785895
220,51,0.048330518383785895
83,51,0.048330518383785895
99,51,0.048330518383785895
18,51,0.048330518383785895
2,52,0.03452179884556135
44,52,0.03452179884556135
212,52,0.03452179884556135
43,52,0.03452179884556135
64,52,0.03452179884556135
6,52,0.03452179884556135
144,52,0.03452179884556135
183,52,0.03452179884556135
10,52,0.03452179884556135
101,52,0.03452179884556135
20,52,0.03452179884556135
78,52,0.03452179884556135
167,52,0.03452179884556135
76,52,0.03452179884556135
78,53,0.046511627906976744
92,53,0.046511627906976744
27,53,0.046511627906976744
4,53,0.046511627906976744
6,53,0.046511627906976744
85,53,0.046511627906976744
221,53,0.046511627906976744
222,53,0.046511627906976744
2,53,0.046511627906976744
190,53,0.046511627906976744
46,54,0.02628984554715741
57,54,0.02628984554715741
2,54,0.02628984554715741
45,54,0.02628984554715741
47,54,0.02628984554715741
223,54,0.02628984554715741
49,54,0.02628984554715741
81,54,0.02628984554715741
62,54,0.02628984554715741
58,54,0.02628984554715741
21,54,0.02628984554715741
224,54,0.02628984554715741
225,54,0.02628984554715741
64,54,0.02628984554715741
53,54,0.02628984554715741
226,54,0.02628984554715741
142,54,0.02628984554715741
65,55,0.02338573470183188
227,55,0.02338573470183188
4,55,0.02338573470183188
228,55,0.02338573470183188
69,55,0.02338573470183188
66,55,0.02338573470183188
229,55,0.02338573470183188
68,55,0.02338573470183188
230,55,0.02338573470183188
18,55,0.02338573470183188
231,55,0.02338573470183188
128,55,0.02338573470183188
122,55,0.02338573470183188
232,55,0.02338573470183188
233,55,0.02338573470183188
234,55,0.02338573470183188
235,55,0.02338573470183188
168,55,0.02338573470183188
67,55,0.02338573470183188
130,56,0.03136658067150467
5,56,0.03136658067150467
236,56,0.03136658067150467
237,56,0.03136658067150467
190,56,0.03136658067150467
7,56,0.03136658067150467
126,56,0.03136658067150467
238,56,0.03136658067150467
78,56,0.03136658067150467
6,56,0.03136658067150467
239,56,0.03136658067150467
86,56,0.03136658067150467
240,56,0.03136658067150467
124,56,0.03136658067150467
66,57,0.02567845379024677
65,57,0.02567845379024677
67,57,0.02567845379024677
4,57,0.02567845379024677
176,57,0.02567845379024677
7,57,0.02567845379024677
70,57,0.02567845379024677
124,57,0.02567845379024677
205,57,0.02567845379024677
233,57,0.02567845379024677
241,57,0.02567845379024677
123,57,0.02567845379024677
242,57,0.02567845379024677
6,57,0.02567845379024677
39,57,0.02567845379024677
243,57,0.02567845379024677
244,57,0.02567845379024677
133,58,0.03317976034618882
138,58,0.03317976034618882
142,58,0.03317976034618882
163,58,0.03317976034618882
232,58,0.03317976034618882
245,58,0.03317976034618882
160,58,0.03317976034618882
246,58,0.03317976034618882
247,58,0.03317976034618882
78,58,0.03317976034618882
177,58,0.03317976034618882
248,58,0.03317976034618882
148,58,0.03317976034618882
24,59,0.025219909972563796
32,59,0.025219909972563796
34,59,0.025219909972563796
29,59,0.025219909972563796
37,59,0.025219909972563796
22,59,0.025219909972563796
23,59,0.025219909972563796
198,59,0.025219909972563796
249,59,0.025219909972563796
42,59,0.025219909972563796
38,59,0.025219909972563796
31,59,0.025219909972563796
250,59,0.025219909972563796
177,59,0.025219909972563796
248,59,0.025219909972563796
30,59,0.025219909972563796
206,59,0.025219909972563796
20,60,0.04763760772595383
148,60,0.04763760772595383
11,60,0.04763760772595383
78,60,0.04763760772595383
83,60,0.04763760772595383
251,60,0.04763760772595383
252,60,0.04763760772595383
86,60,0.04763760772595383
158,60,0.04763760772595383
253,61,0.028582564635572304
69,61,0.028582564635572304
4,61,0.028582564635572304
240,61,0.028582564635572304
111,61,0.028582564635572304
179,61,0.028582564635572304
254,61,0.028582564635572304
255,61,0.028582564635572304
35,61,0.028582564635572304
256,61,0.028582564635572304
186,61,0.028582564635572304
6,61,0.028582564635572304
5,61,0.028582564635572304
129,61,0.028582564635572304
18,61,0.028582564635572304
16,62,0.035728205794465374
2,62,0.035728205794465374
44,62,0.035728205794465374
63,62,0.035728205794465374
17,62,0.035728205794465374
1,62,0.035728205794465374
10,62,0.035728205794465374
8,62,0.035728205794465374
9,62,0.035728205794465374
131,62,0.035728205794465374
46,62,0.035728205794465374
64,62,0.035728205794465374
148,63,0.026633753410419642
78,63,0.026633753410419642
257,63,0.026633753410419642
258,63,0.026633753410419642
259,63,0.026633753410419642
11,63,0.026633753410419642
260,63,0.026633753410419642
68,63,0.026633753410419642
158,63,0.026633753410419642
99,63,0.026633753410419642
86,63,0.026633753410419642
125,63,0.026633753410419642
261,63,0.026633753410419642
4,63,0.026633753410419642
133,63,0.026633753410419642
144,63,0.026633753410419642
88,64,0.018414853895645397
262,64,0.018414853895645397
4,64,0.018414853895645397
263,64,0.018414853895645397
264,64,0.018414853895645397
50,64,0.018414853895645397
95,64,0.018414853895645397
17,64,0.018414853895645397
52,64,0.018414853895645397
240,64,0.018414853895645397
87,64,0.018414853895645397
83,64,0.018414853895645397
7,64,0.018414853895645397
265,64,0.018414853895645397
266,64,0.018414853895645397
227,64,0.018414853895645397
174,64,0.018414853895645397
98,64,0.018414853895645397
92,64,0.018414853895645397
133,64,0.018414853895645397
54,64,0.018414853895645397
104,64,0.018414853895645397
142,64,0.018414853895645397
88,65,0.018414853895645397
262,65,0.018414853895645397
4,65,0.018414853895645397
263,65,0.018414853895645397
264,65,0.018414853895645397
50,65,0.018414853895645397
95,65,0.018414853895645397
17,65,0.018414853895645397
52,65,0.018414853895645397
240,65,0.018414853895645397
87,65,0.018414853895645397
83,65,0.018414853895645397
7,65,0.018414853895645397
265,65,0.018414853895645397
266,65,0.018414853895645397
227,65,0.018414853895645397
174,65,0.018414853895645397
98,65,0.018414853895645397
92,65,0.018414853895645397
133,65,0.018414853895645397
54,65,0.018414853895645397
104,65,0.018414853895645397
142,65,0.018414853895645397
116,66,0.02460851821565316
2,66,0.02460851821565316
17,66,0.02460851821565316
60,66,0.02460851821565316
16,66,0.02460851821565316
267,66,0.02460851821565316
63,66,0.02460851821565316
64,66,0.02460851821565316
8,66,0.02460851821565316
9,66,0.02460851821565316
110,66,0.02460851821565316
76,66,0.02460851821565316
115,66,0.02460851821565316
195,66,0.02460851821565316
1,66,0.02460851821565316
118,66,0.02460851821565316
57,66,0.02460851821565316
78,67,0.025984149668702092
133,67,0.025984149668702092
62,67,0.025984149668702092
213,67,0.025984149668702092
138,67,0.025984149668702092
53,67,0.025984149668702092
142,67,0.025984149668702092
85,67,0.025984149668702092
47,67,0.025984149668702092
156,67,0.025984149668702092
232,67,0.025984149668702092
56,67,0.025984149668702092
247,67,0.025984149668702092
154,67,0.025984149668702092
268,67,0.025984149668702092
101,67,0.025984149668702092
44,68,0.037322687705953914
6,68,0.037322687705953914
76,68,0.037322687705953914
211,68,0.037322687705953914
269,68,0.037322687705953914
12,68,0.037322687705953914
1,68,0.037322687705953914
270,68,0.037322687705953914
77,68,0.037322687705953914
2,68,0.037322687705953914
78,68,0.037322687705953914
271,69,0.03291325624702265
133,69,0.03291325624702265
187,69,0.03291325624702265
272,69,0.03291325624702265
80,69,0.03291325624702265
39,69,0.03291325624702265
138,69,0.03291325624702265
273,69,0.03291325624702265
159,69,0.03291325624702265
64,69,0.03291325624702265
85,69,0.03291325624702265
136,69,0.03291325624702265
271,70,0.03291325624702265
133,70,0.03291325624702265
187,70,0.03291325624702265
272,70,0.03291325624702265
80,70,0.03291325624702265
39,70,0.03291325624702265
138,70,0.03291325624702265
273,70,0.03291325624702265
159,70,0.03291325624702265
64,70,0.03291325624702265
85,70,0.03291325624702265
136,70,0.03291325624702265
24,71,0.031830583344160064
274,71,0.031830583344160064
29,71,0.031830583344160064
37,71,0.031830583344160064
110,71,0.031830583344160064
34,71,0.031830583344160064
23,71,0.031830583344160064
33,71,0.031830583344160064
